                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    159,                0.40997,                0.41717,                0.86503,                 0.9365,                0.83543,                 0.9182,                0.88014,                 0.4191,                0.35899,                0.80824,             0.00067715,             0.00067715,             0.00067715
                    160,                0.40237,                0.43915,                0.85753,                0.95359,                0.83471,                0.91591,                0.86509,                  0.469,                0.37959,                0.82748,             0.00067239,             0.00067239,             0.00067239
                    161,                 0.4136,                0.42597,                0.85752,                0.94265,                0.77871,                0.85415,                0.81579,                 0.4386,                0.40451,                0.82109,             0.00066763,             0.00066763,             0.00066763
                    162,                0.41955,                0.43309,                0.86778,                0.84355,                0.89836,                0.91867,                0.87833,                0.42714,                0.40343,                0.81693,             0.00066287,             0.00066287,             0.00066287
                    163,                0.40646,                 0.4122,                0.85689,                0.98256,                0.81962,                0.93152,                0.88001,                0.43243,                 0.3405,                0.81982,             0.00065811,             0.00065811,             0.00065811
                    164,                0.41551,                0.43715,                0.86283,                0.94559,                0.89843,                0.95805,                0.91604,                0.42417,                0.35179,                0.81261,             0.00065335,             0.00065335,             0.00065335
                    165,                0.39184,                 0.4066,                0.87064,                0.94396,                0.89172,                 0.9518,                0.91146,                0.42437,                0.36205,                0.81213,             0.00064859,             0.00064859,             0.00064859
                    166,                0.40289,                0.39062,                0.84914,                0.95065,                0.90538,                0.96171,                0.89911,                0.43146,                0.32806,                0.80942,             0.00064384,             0.00064384,             0.00064384
                    167,                0.40887,                0.40047,                0.86369,                0.92289,                 0.8923,                0.95482,                0.90458,                0.40492,                0.35153,                0.80999,             0.00063908,             0.00063908,             0.00063908
                    168,                  0.402,                0.40402,                0.85607,                0.90468,                0.90858,                0.94104,                0.87946,                0.41546,                0.35848,                0.81235,             0.00063432,             0.00063432,             0.00063432
                    169,                0.42105,                 0.4142,                 0.8599,                0.92251,                0.92282,                0.94814,                0.88495,                0.42165,                0.34642,                 0.8172,             0.00062956,             0.00062956,             0.00062956
                    170,                0.40091,                0.39536,                0.85816,                0.93988,                0.91286,                0.95009,                0.89064,                0.44857,                0.34247,                0.83089,              0.0006248,              0.0006248,              0.0006248
                    171,                0.43011,                0.41381,                0.85798,                0.86958,                0.96841,                0.95986,                0.89761,                 0.4478,                0.35684,                0.82236,             0.00062004,             0.00062004,             0.00062004
                    172,                0.39922,                0.39341,                0.85766,                0.83154,                0.89754,                0.93558,                0.86136,                0.45532,                0.40843,                0.82556,             0.00061528,             0.00061528,             0.00061528
                    173,                0.39894,                 0.3958,                0.85448,                0.91755,                 0.8625,                 0.9224,                0.85802,                0.43941,                0.41868,                0.82585,             0.00061053,             0.00061053,             0.00061053
                    174,                0.38116,                0.37679,                0.86089,                0.93475,                 0.8768,                0.94486,                0.86527,                0.43983,                0.39003,                0.82606,             0.00060577,             0.00060577,             0.00060577
                    175,                 0.3735,                0.36101,                0.85435,                 0.9566,                0.89812,                0.94454,                0.89713,                 0.4659,                0.34627,                0.82863,             0.00060101,             0.00060101,             0.00060101
                    176,                0.36141,                0.36252,                0.84556,                0.94175,                0.88982,                0.93633,                0.86418,                0.44055,                0.35522,                0.81986,             0.00059625,             0.00059625,             0.00059625
                    177,                0.37554,                0.38083,                 0.8479,                0.92625,                0.89392,                0.94387,                0.89022,                0.42914,                0.36991,                0.80869,             0.00059149,             0.00059149,             0.00059149
                    178,                0.37049,                0.36297,                0.85322,                0.94461,                0.83617,                0.93536,                0.88497,                 0.4204,                0.37064,                0.81095,             0.00058673,             0.00058673,             0.00058673
                    179,                 0.3626,                0.35691,                0.84956,                0.96129,                0.84581,                0.92994,                0.89025,                0.43687,                0.36927,                 0.8145,             0.00058197,             0.00058197,             0.00058197
                    180,                0.36588,                 0.3703,                0.84832,                0.95437,                0.84383,                0.94331,                0.88455,                0.42014,                0.34087,                0.80838,             0.00057722,             0.00057722,             0.00057722
                    181,                0.34955,                0.35042,                 0.8558,                0.95293,                0.82983,                0.93191,                0.88622,                0.41757,                0.36271,                0.80173,             0.00057246,             0.00057246,             0.00057246
                    182,                0.35574,                0.33691,                0.83691,                0.92266,                0.91034,                0.95122,                0.90585,                0.41948,                 0.3395,                 0.8077,              0.0005677,              0.0005677,              0.0005677
                    183,                0.35617,                0.34609,                0.84815,                0.94248,                0.89891,                0.94398,                0.90677,                 0.4152,                0.34536,                0.80765,             0.00056294,             0.00056294,             0.00056294
                    184,                0.35307,                0.33848,                 0.8408,                 0.9414,                0.89836,                0.94231,                0.89205,                0.42345,                0.34652,                0.80657,             0.00055818,             0.00055818,             0.00055818
                    185,                0.38359,                0.35453,                0.85045,                0.94611,                  0.895,                0.94108,                 0.9003,                0.41835,                0.34317,                0.80679,             0.00055342,             0.00055342,             0.00055342
                    186,                 0.3621,                0.33757,                0.84482,                0.94151,                0.89905,                0.95007,                0.91696,                0.41768,                0.32435,                 0.8139,             0.00054866,             0.00054866,             0.00054866
                    187,                0.38817,                0.38138,                  0.847,                0.87822,                0.94106,                0.94389,                0.89704,                0.43345,                0.37596,                0.80935,             0.00054391,             0.00054391,             0.00054391
                    188,                0.36436,                0.34503,                0.84781,                0.96923,                0.89666,                0.96952,                0.92657,                0.44434,                0.35842,                0.81573,             0.00053915,             0.00053915,             0.00053915
                    189,                0.36366,                0.34867,                0.84622,                0.84495,                0.88156,                0.93865,                0.89247,                 0.4423,                0.48875,                0.81368,             0.00053439,             0.00053439,             0.00053439
                    190,                 0.3803,                0.37544,                0.85219,                 0.9293,                0.87533,                0.94613,                0.87642,                0.42245,                0.35462,                0.81915,             0.00052963,             0.00052963,             0.00052963
                    191,                0.40454,                0.39098,                0.85352,                 0.8761,                0.94104,                0.94155,                0.88511,                0.41513,                0.36613,                0.81965,             0.00052487,             0.00052487,             0.00052487
                    192,                0.39157,                0.37663,                0.85949,                0.88217,                0.88982,                0.92711,                0.86387,                0.43361,                0.38982,                  0.814,             0.00052011,             0.00052011,             0.00052011
                    193,                0.37832,                 0.3718,                0.85169,                0.96862,                 0.9024,                0.96231,                0.92052,                 0.4182,                0.34138,                0.80956,             0.00051535,             0.00051535,             0.00051535
                    194,                0.37553,                0.38452,                0.86417,                0.95199,                0.83428,                0.94322,                0.88943,                0.43866,                0.35566,                0.81233,              0.0005106,              0.0005106,              0.0005106
                    195,                0.38041,                0.36821,                0.85498,                0.84093,                 0.8358,                0.90273,                0.85426,                0.43229,                0.37554,                0.81394,             0.00050584,             0.00050584,             0.00050584
                    196,                0.38597,                 0.3733,                0.85423,                0.92443,                0.84721,                0.90553,                0.86305,                0.43913,                0.36687,                0.81883,             0.00050108,             0.00050108,             0.00050108
                    197,                0.37621,                0.36096,                0.86307,                0.86339,                0.92132,                0.95198,                0.89028,                0.43041,                0.37743,                0.80926,             0.00049632,             0.00049632,             0.00049632
                    198,                0.37551,                0.37195,                0.84925,                0.87314,                0.89857,                0.93418,                 0.8732,                0.42281,                0.37516,                0.80933,             0.00049156,             0.00049156,             0.00049156
                    199,                0.38767,                 0.3734,                0.86324,                0.93089,                0.83196,                0.95709,                0.89592,                0.42274,                0.35167,                0.81576,              0.0004868,              0.0004868,              0.0004868
                    200,                0.40617,                0.37241,                0.85886,                0.86846,                0.93769,                0.94828,                0.89495,                0.40896,                0.34229,                0.81344,             0.00048204,             0.00048204,             0.00048204
                    201,                0.38579,                0.36924,                0.86044,                0.85759,                0.88484,                0.93338,                0.88314,                0.43297,                0.35288,                0.81414,             0.00047729,             0.00047729,             0.00047729
                    202,                0.37703,                0.36171,                0.85277,                0.88172,                0.94557,                0.94851,                0.89598,                0.42959,                0.34857,                0.81038,             0.00047253,             0.00047253,             0.00047253
                    203,                0.37661,                0.37114,                0.85209,                0.87328,                0.90768,                0.95386,                0.90702,                0.43698,                0.33662,                0.80777,             0.00046777,             0.00046777,             0.00046777
                    204,                0.36578,                0.35863,                0.84731,                0.97991,                0.84289,                0.94575,                0.91388,                0.41561,                0.32755,                0.80606,             0.00046301,             0.00046301,             0.00046301
                    205,                0.36306,                0.35426,                0.85151,                0.87115,                0.91528,                0.94712,                0.91311,                0.40924,                0.33978,                0.80942,             0.00045825,             0.00045825,             0.00045825
                    206,                0.37099,                 0.3658,                0.85302,                0.87056,                0.91387,                0.95322,                0.91307,                0.40675,                0.33663,                0.81093,             0.00045349,             0.00045349,             0.00045349
                    207,                0.37224,                 0.3799,                0.85361,                0.89143,                0.84708,                0.92816,                0.88076,                 0.4156,                0.34465,                0.81186,             0.00044873,             0.00044873,             0.00044873
                    208,                0.36414,                0.37074,                0.85034,                0.80522,                0.91506,                0.92616,                 0.8833,                 0.4084,                0.34891,                0.80672,             0.00044398,             0.00044398,             0.00044398
                    209,                0.38555,                0.37545,                0.84688,                0.85593,                0.85869,                0.92211,                0.88126,                0.41359,                0.34913,                0.81199,             0.00043922,             0.00043922,             0.00043922
                    210,                0.35916,                0.37236,                0.84621,                0.96665,                0.83505,                0.93522,                0.89825,                0.43424,                0.34212,                0.81166,             0.00043446,             0.00043446,             0.00043446
                    211,                0.37598,                0.36819,                0.86298,                0.96859,                0.83323,                0.94469,                0.88261,                0.41543,                0.32925,                0.81884,              0.0004297,              0.0004297,              0.0004297
                    212,                0.37771,                0.37125,                0.85666,                0.94509,                 0.8566,                0.93964,                0.88165,                0.42532,                0.34588,                0.82405,             0.00042494,             0.00042494,             0.00042494
                    213,                0.34618,                0.37467,                0.84757,                0.81957,                0.91166,                0.90802,                0.85789,                0.43299,                 0.3737,                0.82078,             0.00042018,             0.00042018,             0.00042018
                    214,                0.38275,                0.37005,                 0.8491,                0.86107,                0.89934,                0.92978,                0.87535,                0.41501,                0.33908,                0.81192,             0.00041542,             0.00041542,             0.00041542
                    215,                0.36043,                0.35146,                0.84959,                0.89524,                0.89409,                0.93567,                0.88766,                0.43021,                0.34145,                0.81107,             0.00041067,             0.00041067,             0.00041067
                    216,                0.37286,                0.35584,                0.85447,                0.88067,                0.91263,                0.94579,                0.90761,                0.43852,                0.35115,                0.80429,             0.00040591,             0.00040591,             0.00040591
                    217,                0.35604,                0.35731,                 0.8505,                0.89194,                0.90948,                 0.9476,                0.89702,                0.42907,                0.34677,                0.80373,             0.00040115,             0.00040115,             0.00040115
                    218,                0.36823,                0.35932,                0.85623,                0.89842,                0.90405,                0.95872,                0.92283,                0.41868,                0.33066,                0.80196,             0.00039639,             0.00039639,             0.00039639
                    219,                0.36281,                0.34598,                  0.847,                0.90897,                0.96247,                0.96717,                 0.9313,                0.42792,                0.32368,                0.80295,             0.00039163,             0.00039163,             0.00039163
                    220,                0.37095,                0.35793,                0.86192,                0.95136,                0.95319,                0.98397,                0.94684,                0.43496,                0.31997,                0.80308,             0.00038687,             0.00038687,             0.00038687
                    221,                  0.364,                0.34332,                0.84888,                0.94316,                0.95819,                0.98459,                0.95031,                0.42229,                0.31335,                0.80534,             0.00038211,             0.00038211,             0.00038211
                    222,                0.35792,                0.35026,                0.85532,                0.96975,                0.84061,                0.96073,                 0.9241,                0.41956,                0.31406,                0.80911,             0.00037736,             0.00037736,             0.00037736
                    223,                0.35345,                0.33968,                0.84447,                0.91442,                0.89397,                0.95141,                0.91279,                0.42216,                0.32786,                0.80652,              0.0003726,              0.0003726,              0.0003726
                    224,                0.37408,                0.35334,                0.85095,                0.85074,                0.96588,                0.95113,                0.90575,                0.44132,                 0.3189,                0.80837,             0.00036784,             0.00036784,             0.00036784
                    225,                0.33971,                0.34239,                0.84136,                0.88977,                0.91452,                0.95167,                0.89069,                0.43531,                0.33264,                0.81228,             0.00036308,             0.00036308,             0.00036308
                    226,                0.35046,                 0.3523,                0.84568,                0.84187,                0.96701,                0.96796,                0.91046,                0.44155,                0.32969,                 0.8148,             0.00035832,             0.00035832,             0.00035832
                    227,                0.35558,                0.36313,                0.85061,                0.83943,                0.91988,                0.95554,                0.92166,                0.43166,                0.34895,                0.80654,             0.00035356,             0.00035356,             0.00035356
                    228,                0.33522,                0.32193,                0.84489,                0.96385,                0.83598,                0.95017,                0.90775,                0.41086,                0.33178,                0.80461,              0.0003488,              0.0003488,              0.0003488
                    229,                0.33968,                0.34158,                0.84067,                0.94987,                0.90062,                0.95904,                0.90399,                0.42841,                0.33257,                0.81733,             0.00034405,             0.00034405,             0.00034405
                    230,                0.35316,                0.36181,                0.84233,                0.94714,                0.89473,                0.96049,                0.91671,                0.41571,                0.33728,                0.80848,             0.00033929,             0.00033929,             0.00033929
                    231,                0.34827,                0.34271,                 0.8495,                0.93231,                0.89593,                0.94339,                0.89887,                0.43991,                 0.3414,                0.80705,             0.00033453,             0.00033453,             0.00033453
                    232,                0.35222,                0.34425,                0.84906,                0.87934,                0.91713,                0.91992,                0.88477,                0.40027,                0.32058,                0.80257,             0.00032977,             0.00032977,             0.00032977
                    233,                0.35868,                0.34016,                0.84655,                0.93307,                0.91713,                0.94758,                0.90622,                0.40421,                0.32219,                0.80746,             0.00032501,             0.00032501,             0.00032501
                    234,                0.33052,                0.33607,                0.84729,                0.87354,                0.90264,                0.94038,                0.87915,                0.41294,                0.31854,                0.81555,             0.00032025,             0.00032025,             0.00032025
                    235,                 0.3569,                0.35083,                0.85004,                0.87383,                0.90078,                  0.944,                0.87773,                0.40566,                0.32472,                0.80845,             0.00031549,             0.00031549,             0.00031549
                    236,                 0.3476,                  0.339,                0.83815,                0.86853,                0.89551,                0.93571,                0.87959,                0.41264,                0.32759,                0.80915,             0.00031074,             0.00031074,             0.00031074
                    237,                0.32936,                 0.3362,                0.83877,                 0.8785,                 0.8982,                0.93845,                0.87536,                0.40422,                0.32439,                0.80699,             0.00030598,             0.00030598,             0.00030598
                    238,                0.32662,                0.32681,                0.85407,                0.90196,                0.90264,                0.93557,                0.87965,                0.41629,                0.32643,                0.80998,             0.00030122,             0.00030122,             0.00030122
                    239,                 0.3374,                0.35474,                0.84918,                0.89487,                 0.8991,                 0.9302,                0.87866,                0.42698,                0.31318,                0.81451,             0.00029646,             0.00029646,             0.00029646
                    240,                0.33811,                0.31949,                0.84185,                0.86765,                0.91053,                0.93568,                0.87249,                0.39222,                0.31044,                0.81078,              0.0002917,              0.0002917,              0.0002917
                    241,                0.33313,                0.35336,                0.84916,                0.86904,                0.90264,                0.93906,                0.87626,                0.39813,                0.30561,                 0.8104,             0.00028694,             0.00028694,             0.00028694
                    242,                0.32617,                0.33488,                0.84647,                0.88696,                0.90264,                0.92228,                0.88462,                0.39718,                0.31177,                0.80762,             0.00028218,             0.00028218,             0.00028218
                    243,                  0.345,                0.32164,                0.84272,                0.82273,                0.90264,                 0.9069,                0.86429,                0.40343,                 0.3297,                0.80957,             0.00027743,             0.00027743,             0.00027743
                    244,                0.34298,                0.35154,                0.85316,                0.86929,                0.89833,                0.90376,                0.86562,                0.41053,                0.35052,                 0.8089,             0.00027267,             0.00027267,             0.00027267
                    245,                0.33125,                0.31668,                0.85109,                0.87731,                0.90094,                0.91337,                0.88348,                0.40049,                0.34739,                0.80812,             0.00026791,             0.00026791,             0.00026791
                    246,                0.32459,                 0.3262,                0.84728,                0.86103,                0.89745,                0.90706,                0.87311,                0.40941,                0.35251,                0.80588,             0.00026315,             0.00026315,             0.00026315
                    247,                0.33347,                0.32187,                0.84284,                0.83399,                0.90721,                0.90967,                0.88073,                0.41185,                0.34902,                0.80928,             0.00025839,             0.00025839,             0.00025839
                    248,                0.33296,                0.32255,                0.84073,                0.91598,                0.78084,                0.87851,                0.84128,                0.40812,                0.34935,                0.80545,             0.00025363,             0.00025363,             0.00025363
                    249,                0.31769,                 0.3262,                0.84878,                0.84289,                0.85584,                0.90642,                 0.8602,                0.41751,                0.34536,                0.80727,             0.00024887,             0.00024887,             0.00024887
                    250,                0.41025,                0.40008,                0.93802,                0.86029,                 0.9135,                0.90934,                0.86586,                0.40743,                0.32487,                0.80686,             0.00024412,             0.00024412,             0.00024412
                    251,                0.33187,                0.32956,                0.85061,                0.84909,                0.89267,                0.91007,                0.86419,                0.40728,                0.32004,                0.80883,             0.00023936,             0.00023936,             0.00023936
                    252,                0.32471,                0.31205,                0.83969,                0.84142,                0.89451,                0.92133,                0.86534,                0.40494,                0.32344,                  0.812,              0.0002346,              0.0002346,              0.0002346
                    253,                0.33464,                0.32455,                0.84391,                0.85838,                0.90237,                0.92493,                0.86849,                0.39487,                0.31833,                0.81365,             0.00022984,             0.00022984,             0.00022984
                    254,                0.31433,                0.30891,                0.84328,                0.83058,                 0.9058,                0.92086,                0.86447,                0.38115,                0.32425,                0.80519,             0.00022508,             0.00022508,             0.00022508
                    255,                0.32178,                0.30517,                0.84521,                0.84932,                0.90691,                0.92774,                0.87291,                0.39088,                0.33323,                0.80448,             0.00022032,             0.00022032,             0.00022032
                    256,                0.32369,                  0.327,                 0.8395,                0.84901,                0.84593,                0.92971,                 0.8664,                0.39504,                0.34705,                 0.8052,             0.00021556,             0.00021556,             0.00021556
                    257,                0.32269,                0.33395,                0.84687,                0.84777,                0.84565,                0.91503,                0.85958,                0.40688,                0.32713,                0.80681,             0.00021081,             0.00021081,             0.00021081
                    258,                0.30672,                0.31489,                0.83654,                0.92057,                0.77871,                0.91441,                0.85857,                0.40845,                0.31639,                0.80574,             0.00020605,             0.00020605,             0.00020605
                    259,                 0.3202,                0.32691,                0.84627,                0.85858,                 0.8385,                0.92037,                0.86382,                0.39806,                0.30709,                0.80243,             0.00020129,             0.00020129,             0.00020129
                    260,                0.31095,                0.32918,                0.83694,                0.84907,                 0.9043,                0.93154,                0.89374,                0.39396,                0.30426,                 0.8017,             0.00019653,             0.00019653,             0.00019653
                    261,                0.33523,                 0.3163,                0.84255,                0.91672,                0.90509,                0.95133,                0.91182,                0.40546,                0.30585,                0.80378,             0.00019177,             0.00019177,             0.00019177
                    262,                0.32157,                0.31678,                0.83765,                 0.9162,                0.90264,                0.94811,                0.90484,                0.40177,                0.31359,                0.80519,             0.00018701,             0.00018701,             0.00018701
                    263,                0.30745,                0.31892,                0.82277,                0.91475,                0.89967,                0.94534,                0.90878,                0.41008,                 0.3163,                0.80562,             0.00018225,             0.00018225,             0.00018225
                    264,                0.31406,                0.32547,                0.84329,                0.91545,                 0.9126,                0.94297,                0.90833,                0.40005,                0.32288,                0.80226,              0.0001775,              0.0001775,              0.0001775
                    265,                0.31058,                0.30429,                 0.8402,                 0.9322,                0.84169,                0.93994,                0.90676,                0.38921,                0.31228,                0.79909,             0.00017274,             0.00017274,             0.00017274
                    266,                 0.3263,                0.30303,                0.84637,                0.85818,                0.91006,                0.95258,                0.91198,                0.39591,                0.31435,                0.79958,             0.00016798,             0.00016798,             0.00016798
                    267,                 0.3213,                0.31942,                0.84775,                 0.8517,                0.90125,                0.94579,                 0.9047,                0.40774,                0.31373,                0.80405,             0.00016322,             0.00016322,             0.00016322
                    268,                0.31757,                 0.3123,                0.83838,                  0.832,                0.90659,                0.92522,                0.88057,                0.39641,                0.31431,                0.80488,             0.00015846,             0.00015846,             0.00015846
                    269,                 0.3074,                0.31337,                0.83473,                0.93442,                0.78298,                0.91085,                0.86143,                 0.3926,                 0.3107,                0.80565,              0.0001537,              0.0001537,              0.0001537
                    270,                0.31204,                0.31531,                0.84064,                0.92921,                0.83276,                0.91532,                0.86587,                0.39987,                0.32698,                0.80686,             0.00014894,             0.00014894,             0.00014894
                    271,                0.31022,                0.31016,                0.84297,                0.91302,                0.84449,                0.91612,                0.86885,                0.39437,                0.31879,                0.80727,             0.00014419,             0.00014419,             0.00014419
                    272,                0.31211,                0.32861,                0.84168,                0.85203,                0.84115,                0.91292,                0.86135,                0.40278,                0.31991,                0.80842,             0.00013943,             0.00013943,             0.00013943
                    273,                0.30801,                0.31313,                0.81763,                0.80397,                0.89751,                0.92002,                0.86325,                0.39654,                0.31968,                0.80646,             0.00013467,             0.00013467,             0.00013467
                    274,                0.28267,                0.28242,                0.83582,                0.79872,                0.90691,                0.91828,                0.87026,                0.39998,                0.31865,                0.80432,             0.00012991,             0.00012991,             0.00012991
                    275,                0.29884,                0.30022,                0.83502,                0.92077,                0.78366,                0.92016,                0.86738,                0.40091,                0.32204,                0.80508,             0.00012515,             0.00012515,             0.00012515
                    276,                0.31304,                0.31197,                0.83667,                0.95354,                0.76421,                0.92338,                0.86379,                0.39043,                0.31523,                0.80477,             0.00012039,             0.00012039,             0.00012039
                    277,                0.30924,                0.29973,                0.83911,                0.95702,                0.78338,                0.92133,                0.86093,                0.39896,                0.30384,                0.80586,             0.00011563,             0.00011563,             0.00011563
                    278,                0.30939,                0.30918,                0.83651,                 0.9564,                0.77143,                0.91955,                0.86074,                0.39325,                0.30466,                0.80432,             0.00011088,             0.00011088,             0.00011088
                    279,                0.31927,                0.30377,                0.84031,                0.85034,                0.85136,                0.94006,                0.89059,                0.38837,                0.29405,                0.80169,             0.00010612,             0.00010612,             0.00010612
                    280,                0.31737,                0.30345,                0.83916,                 0.9372,                0.84204,                0.94896,                0.90639,                 0.3855,                 0.2881,                0.80071,             0.00010136,             0.00010136,             0.00010136
                    281,                0.30345,                0.29873,                0.84295,                0.85239,                0.90691,                0.94801,                0.90587,                0.39031,                0.29761,                0.80139,               9.66e-05,               9.66e-05,               9.66e-05
                    282,                0.30407,                 0.3037,                0.84396,                0.91355,                 0.9019,                0.96263,                0.91704,                0.39841,                0.30248,                0.80137,             9.1842e-05,             9.1842e-05,             9.1842e-05
                    283,                0.31249,                0.30749,                 0.8448,                0.85088,                0.89893,                0.94386,                0.89826,                0.39876,                 0.3063,                0.80289,             8.7083e-05,             8.7083e-05,             8.7083e-05
                    284,                0.30094,                0.28921,                0.83015,                0.84459,                0.90691,                0.94277,                0.90258,                0.39852,                0.30566,                0.79922,             8.2325e-05,             8.2325e-05,             8.2325e-05
                    285,                0.30201,                 0.2964,                0.83624,                0.83373,                0.90691,                0.93842,                0.90416,                0.38618,                0.31144,                0.79835,             7.7566e-05,             7.7566e-05,             7.7566e-05
                    286,                0.30356,                 0.2937,                0.83718,                0.90948,                0.85099,                0.95441,                0.91648,                0.38759,                0.31295,                  0.797,             7.2808e-05,             7.2808e-05,             7.2808e-05
                    287,                0.30671,                0.30742,                0.83874,                0.92866,                0.84514,                0.94034,                0.90614,                0.38133,                0.30573,                0.79758,             6.8049e-05,             6.8049e-05,             6.8049e-05
                    288,                0.28635,                0.28088,                0.84158,                0.85098,                0.89286,                0.94419,                0.90807,                0.38594,                0.30756,                0.79821,              6.329e-05,              6.329e-05,              6.329e-05
                    289,                0.30983,                0.30731,                0.84075,                0.84527,                0.85136,                0.93703,                0.90161,                0.38653,                0.29406,                0.79791,             5.8532e-05,             5.8532e-05,             5.8532e-05
                    290,                0.29616,                0.25069,                 0.8022,                0.93577,                0.77826,                0.93006,                0.88219,                0.38627,                0.30114,                0.80154,             5.3773e-05,             5.3773e-05,             5.3773e-05
                    291,                0.28367,                0.24167,                0.80281,                0.93516,                0.78814,                0.90284,                0.85095,                0.37041,                0.30962,                0.80547,             4.9015e-05,             4.9015e-05,             4.9015e-05
